"","destination","passanger","weather","temperature","time","map","coupon","expiration","gender","age","maritalStatus","Childrennumber","education","occupation","income","car","Bar","CoffeeHouse","CarryAway","RestaurantLessThan20","Restaurant20To50","click","toCoupon_GEQ5min","toCoupon_GEQ15min","toCoupon_GEQ25min","direction_same","direction_opp","Y"
"11253","Work","Alone","Rainy","55","7AM","BAC1","Carry out & Take away","1d","Female","36","Married partner","1","Bachelors degree","Unemployed","$87,500 - $99,999","1","less1","less1","less1","less1","less1","Y2","1","0","0","0","1","1"
"11254","Work","Alone","Snowy","30","7AM","BCA1","Coffee House","1d","Female","36","Married partner","1","Bachelors degree","Unemployed","$87,500 - $99,999","1","less1","less1","less1","less1","less1","Y2","1","0","0","1","0","1"
"11255","Work","Alone","Snowy","30","7AM","CBA2","Bar","1d","Female","36","Married partner","1","Bachelors degree","Unemployed","$87,500 - $99,999","1","less1","less1","less1","less1","less1","N","1","1","1","0","1","0"
"11256","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(20-50)","2h","Female","36","Married partner","1","Bachelors degree","Unemployed","$87,500 - $99,999","1","less1","less1","less1","less1","less1","N","1","0","0","1","0","0"
"11257","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Restaurant(<20)","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"11258","No Urgent Place","Friend(s)","Sunny","80","10PM","NAC2","Bar","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y2","1","1","0","0","1","1"
"11259","No Urgent Place","Friend(s)","Sunny","55","10PM","NAC2","Bar","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","1","0","0","1","1"
"11260","No Urgent Place","Friend(s)","Sunny","30","10AM","NAC1","Carry out & Take away","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"11261","No Urgent Place","Friend(s)","Snowy","30","2PM","NAC1","Restaurant(<20)","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"11262","No Urgent Place","Alone","Rainy","55","10AM","NAC2","Bar","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y2","1","1","0","0","1","1"
"11263","No Urgent Place","Alone","Rainy","55","2PM","NAC1","Carry out & Take away","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"11264","No Urgent Place","Alone","Sunny","80","10AM","NAC1","Restaurant(<20)","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"11265","No Urgent Place","Alone","Snowy","30","10AM","NAC2","Restaurant(<20)","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","1","0","0","1","1"
"11266","Home","Alone","Sunny","80","6PM","BCA2","Carry out & Take away","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","1","0","1","0","1"
"11267","Home","Alone","Sunny","30","6PM","BAC1","Carry out & Take away","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"11268","Home","Alone","Rainy","55","10PM","BCA1","Coffee House","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","1","0","1"
"11269","Home","Alone","Snowy","30","10PM","BAC2","Coffee House","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","1","0","0","1","1"
"11270","Home","Alone","Snowy","30","10PM","CBA1","Carry out & Take away","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","1","1","0","1","1"
"11271","Home","Alone","Sunny","80","6PM","BCA1","Restaurant(20-50)","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","1","0","1"
"11272","Home","Alone","Sunny","80","10PM","BAC1","Restaurant(20-50)","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","0","1","1"
"11273","Work","Alone","Rainy","55","7AM","BCA1","Restaurant(<20)","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","1","0","1"
"11274","Work","Alone","Rainy","55","7AM","BAC1","Carry out & Take away","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y2","1","0","0","0","1","1"
"11275","Work","Alone","Snowy","30","7AM","BCA1","Coffee House","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","1","0","1"
"11276","Work","Alone","Snowy","30","7AM","BAC2","Restaurant(<20)","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y2","1","1","0","0","1","1"
"11277","Work","Alone","Snowy","30","7AM","CBA2","Bar","1d","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y2","1","1","1","0","1","1"
"11278","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(20-50)","2h","Male","31","Single","0","Some college, no degree","Transportation & Material Moving","$50,000 - $62,499","1","1~3","4~8","4~8","4~8","1~3","Y1","1","0","0","1","0","1"
"11279","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Restaurant(<20)","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y1","1","0","0","0","1","1"
"11280","No Urgent Place","Friend(s)","Sunny","80","10PM","NAC2","Bar","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y1","1","1","0","0","1","1"
"11281","No Urgent Place","Friend(s)","Sunny","55","10PM","NAC2","Bar","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y2","1","1","0","0","1","1"
"11282","No Urgent Place","Friend(s)","Sunny","30","10AM","NAC1","Carry out & Take away","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y2","1","0","0","0","1","1"
"11283","No Urgent Place","Friend(s)","Snowy","30","2PM","NAC1","Restaurant(<20)","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y2","1","0","0","0","1","1"
"11284","No Urgent Place","Alone","Rainy","55","10AM","NAC2","Bar","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"11285","No Urgent Place","Alone","Rainy","55","2PM","NAC1","Carry out & Take away","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","0","1","0"
"11286","No Urgent Place","Alone","Sunny","80","10AM","NAC1","Restaurant(<20)","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y1","1","0","0","0","1","1"
"11287","No Urgent Place","Alone","Snowy","30","10AM","NAC2","Restaurant(<20)","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y2","1","1","0","0","1","1"
"11288","Home","Alone","Sunny","80","6PM","BCA2","Carry out & Take away","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y1","1","1","0","1","0","1"
"11289","Home","Alone","Sunny","30","6PM","BAC1","Carry out & Take away","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y1","1","0","0","0","1","1"
"11290","Home","Alone","Rainy","55","10PM","BCA1","Coffee House","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","1","0","0"
"11291","Home","Alone","Snowy","30","10PM","BAC2","Coffee House","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"11292","Home","Alone","Snowy","30","10PM","CBA1","Carry out & Take away","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y2","1","1","1","0","1","1"
"11293","Home","Alone","Sunny","80","6PM","BCA1","Restaurant(20-50)","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","1","0","0"
"11294","Home","Alone","Sunny","80","10PM","BAC1","Restaurant(20-50)","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","0","1","0"
"11295","Work","Alone","Rainy","55","7AM","BCA1","Restaurant(<20)","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","1","0","0"
"11296","Work","Alone","Rainy","55","7AM","BAC1","Carry out & Take away","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","0","0","0","1","0"
"11297","Work","Alone","Snowy","30","7AM","BCA1","Coffee House","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y2","1","0","0","1","0","1"
"11298","Work","Alone","Snowy","30","7AM","BAC2","Restaurant(<20)","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","1","0","0","1","0"
"11299","Work","Alone","Snowy","30","7AM","CBA2","Bar","1d","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","N","1","1","1","0","1","0"
"11300","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(20-50)","2h","Male","21","Single","0","Bachelors degree","Student","$25,000 - $37,499","1","1~3","4~8","1~3","1~3","less1","Y1","1","0","0","1","0","1"
"11301","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Restaurant(<20)","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y1","1","0","0","0","1","1"
"11302","No Urgent Place","Friend(s)","Sunny","80","10PM","NAC2","Bar","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","1","0","0","1","0"
"11303","No Urgent Place","Friend(s)","Sunny","55","10PM","NAC2","Bar","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","1","0","0","1","0"
"11304","No Urgent Place","Friend(s)","Sunny","30","10AM","NAC1","Carry out & Take away","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y2","1","0","0","0","1","1"
"11305","No Urgent Place","Friend(s)","Snowy","30","2PM","NAC1","Restaurant(<20)","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y2","1","0","0","0","1","1"
"11306","No Urgent Place","Alone","Rainy","55","10AM","NAC2","Bar","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","1","0","0","1","0"
"11307","No Urgent Place","Alone","Sunny","80","10AM","NAC1","Restaurant(<20)","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y1","1","0","0","0","1","1"
"11308","No Urgent Place","Partner","Sunny","30","10AM","NAC1","Restaurant(20-50)","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","0","0","0","1","0"
"11309","No Urgent Place","Partner","Rainy","55","6PM","NAC2","Bar","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","1","0","0","1","0"
"11310","No Urgent Place","Partner","Snowy","30","10AM","NAC1","Restaurant(<20)","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y2","1","0","0","0","1","1"
"11311","Home","Alone","Sunny","80","6PM","BCA2","Carry out & Take away","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","1","0","1","0","0"
"11312","Home","Alone","Sunny","30","6PM","BAC1","Carry out & Take away","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y1","1","0","0","0","1","1"
"11313","Home","Alone","Rainy","55","10PM","BCA1","Coffee House","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","0","0","1","0","0"
"11314","Home","Alone","Snowy","30","10PM","BAC2","Coffee House","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","1","0","0","1","0"
"11315","Home","Alone","Sunny","80","6PM","BCA1","Restaurant(20-50)","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","0","0","1","0","0"
"11316","Home","Partner","Sunny","30","6PM","CBA1","Restaurant(<20)","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y1","1","1","1","0","1","1"
"11317","Home","Partner","Sunny","30","10PM","BCA2","Restaurant(<20)","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y1","1","1","0","1","0","1"
"11318","Home","Partner","Rainy","55","6PM","BCA1","Carry out & Take away","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y1","1","0","0","1","0","1"
"11319","Work","Alone","Rainy","55","7AM","BAC1","Carry out & Take away","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y2","1","0","0","0","1","1"
"11320","Work","Alone","Snowy","30","7AM","BCA1","Coffee House","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","Y1","1","0","0","1","0","1"
"11321","Work","Alone","Snowy","30","7AM","CBA2","Bar","1d","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","1","1","0","1","0"
"11322","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(20-50)","2h","Male","36","Unmarried partner","0","Bachelors degree","Education, Training, & Library","$62,500 - $74,999","1","4~8","1~3","gt8","gt8","1~3","N","1","0","0","1","0","0"
"11323","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Restaurant(<20)","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","0","0","0","1","1"
"11324","No Urgent Place","Friend(s)","Sunny","80","10PM","NAC2","Bar","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","N","1","1","0","0","1","0"
"11325","No Urgent Place","Friend(s)","Sunny","55","10PM","NAC2","Bar","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","N","1","1","0","0","1","0"
"11326","No Urgent Place","Friend(s)","Sunny","30","10AM","NAC1","Carry out & Take away","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","0","0","0","1","1"
"11327","No Urgent Place","Friend(s)","Snowy","30","2PM","NAC1","Restaurant(<20)","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","0","0","0","1","1"
"11328","No Urgent Place","Alone","Rainy","55","10AM","NAC2","Bar","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","N","1","1","0","0","1","0"
"11329","No Urgent Place","Alone","Rainy","55","2PM","NAC1","Carry out & Take away","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","0","0","0","1","1"
"11330","No Urgent Place","Alone","Sunny","80","10AM","NAC1","Restaurant(<20)","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y2","1","0","0","0","1","1"
"11331","No Urgent Place","Alone","Snowy","30","10AM","NAC2","Restaurant(<20)","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","1","0","0","1","1"
"11332","Home","Alone","Sunny","80","6PM","BCA2","Carry out & Take away","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","1","0","1","0","1"
"11333","Home","Alone","Sunny","30","6PM","BAC1","Carry out & Take away","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","0","0","0","1","1"
"11334","Home","Alone","Rainy","55","10PM","BCA1","Coffee House","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y2","1","0","0","1","0","1"
"11335","Home","Alone","Snowy","30","10PM","BAC2","Coffee House","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","1","0","0","1","1"
"11336","Home","Alone","Snowy","30","10PM","CBA1","Carry out & Take away","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","1","1","0","1","1"
"11337","Home","Alone","Sunny","80","6PM","BCA1","Restaurant(20-50)","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","N","1","0","0","1","0","0"
"11338","Home","Alone","Sunny","80","10PM","BAC1","Restaurant(20-50)","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","N","1","0","0","0","1","0"
"11339","Work","Alone","Rainy","55","7AM","BCA1","Restaurant(<20)","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y2","1","0","0","1","0","1"
"11340","Work","Alone","Rainy","55","7AM","BAC1","Carry out & Take away","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","0","0","0","1","1"
"11341","Work","Alone","Snowy","30","7AM","BCA1","Coffee House","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","0","0","1","0","1"
"11342","Work","Alone","Snowy","30","7AM","BAC2","Restaurant(<20)","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","Y1","1","1","0","0","1","1"
"11343","Work","Alone","Snowy","30","7AM","CBA2","Bar","1d","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","N","1","1","1","0","1","0"
"11344","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(20-50)","2h","Female","50plus","Single","1","Bachelors degree","Food Preparation & Serving Related","$12,500 - $24,999","1","never","1~3","4~8","less1","less1","N","1","0","0","1","0","0"
"11345","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Restaurant(<20)","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","0","0","0","1","1"
"11346","No Urgent Place","Friend(s)","Sunny","80","10PM","NAC2","Bar","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y1","1","1","0","0","1","1"
"11347","No Urgent Place","Friend(s)","Sunny","55","10PM","NAC2","Bar","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","1","0","0","1","1"
"11348","No Urgent Place","Friend(s)","Sunny","30","10AM","NAC1","Carry out & Take away","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","0","0","0","1","1"
"11349","No Urgent Place","Friend(s)","Snowy","30","2PM","NAC1","Restaurant(<20)","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y1","1","0","0","0","1","1"
"11350","No Urgent Place","Alone","Rainy","55","10AM","NAC2","Bar","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","N","1","1","0","0","1","0"
"11351","No Urgent Place","Alone","Rainy","55","2PM","NAC1","Carry out & Take away","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y1","1","0","0","0","1","1"
"11352","No Urgent Place","Alone","Sunny","80","10AM","NAC1","Restaurant(<20)","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","0","0","0","1","1"
"11353","No Urgent Place","Alone","Snowy","30","10AM","NAC2","Restaurant(<20)","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","1","0","0","1","1"
"11354","Home","Alone","Sunny","80","6PM","BCA2","Carry out & Take away","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y1","1","1","0","1","0","1"
"11355","Home","Alone","Sunny","30","6PM","BAC1","Carry out & Take away","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","0","0","0","1","1"
"11356","Home","Alone","Rainy","55","10PM","BCA1","Coffee House","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","N","1","0","0","1","0","0"
"11357","Home","Alone","Snowy","30","10PM","BAC2","Coffee House","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","N","1","1","0","0","1","0"
"11358","Home","Alone","Snowy","30","10PM","CBA1","Carry out & Take away","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","1","1","0","1","1"
"11359","Home","Alone","Sunny","80","6PM","BCA1","Restaurant(20-50)","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","0","0","1","0","1"
"11360","Home","Alone","Sunny","80","10PM","BAC1","Restaurant(20-50)","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","N","1","0","0","0","1","0"
"11361","Work","Alone","Rainy","55","7AM","BCA1","Restaurant(<20)","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","N","1","0","0","1","0","0"
"11362","Work","Alone","Rainy","55","7AM","BAC1","Carry out & Take away","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","0","0","0","1","1"
"11363","Work","Alone","Snowy","30","7AM","BCA1","Coffee House","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y1","1","0","0","1","0","1"
"11364","Work","Alone","Snowy","30","7AM","BAC2","Restaurant(<20)","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","N","1","1","0","0","1","0"
"11365","Work","Alone","Snowy","30","7AM","CBA2","Bar","1d","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","Y2","1","1","1","0","1","1"
"11366","Work","Alone","Sunny","80","7AM","BCA1","Restaurant(20-50)","2h","Male","31","Single","0","Associates degree","Unemployed","Less than $12,500","1","less1","less1","less1","1~3","less1","N","1","0","0","1","0","0"
"11367","No Urgent Place","Kid(s)","Sunny","30","10PM","NAC1","Restaurant(20-50)","2h","Female","21","Married partner","1","Associates degree","Unemployed","$50,000 - $62,499","1","never","1~3","1~3","1~3","1~3","N","1","0","0","0","1","0"
"11368","No Urgent Place","Kid(s)","Snowy","30","6PM","NAC1","Bar","1d","Female","21","Married partner","1","Associates degree","Unemployed","$50,000 - $62,499","1","never","1~3","1~3","1~3","1~3","N","1","0","0","0","1","0"
"11369","No Urgent Place","Friend(s)","Sunny","80","6PM","NAC1","Restaurant(<20)","2h","Female","21","Married partner","1","Associates degree","Unemployed","$50,000 - $62,499","1","never","1~3","1~3","1~3","1~3","Y1","1","0","0","0","1","1"
"11370","No Urgent Place","Friend(s)","Sunny","80","10PM","NAC2","Bar","1d","Female","21","Married partner","1","Associates degree","Unemployed","$50,000 - $62,499","1","never","1~3","1~3","1~3","1~3","N","1","1","0","0","1","0"
"11371","No Urgent Place","Friend(s)","Sunny","55","10PM","NAC2","Bar","2h","Female","21","Married partner","1","Associates degree","Unemployed","$50,000 - $62,499","1","never","1~3","1~3","1~3","1~3","N","1","1","0","0","1","0"
"11372","No Urgent Place","Friend(s)","Sunny","30","10AM","NAC1","Carry out & Take away","2h","Female","21","Married partner","1","Associates degree","Unemployed","$50,000 - $62,499","1","never","1~3","1~3","1~3","1~3","Y2","1","0","0","0","1","1"
